state_id,state_kind,state_label,device,asset_id,category,archive,resource_selector,near_live,far_live,total_live,lifetime,confidence
level-11,level,Level 11 - Palace / GUARD,mt32,optional-palace-row-6,optional,CPALACE.DAT,slot-6 table 200 logical indices 127-143; populated from resources 1327-1343,0,8012,8012,selected at the level boundary; retained for that level,exact
level-11,level,Level 11 - Palace / GUARD,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-11,level,Level 11 - Palace / GUARD,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,11222,11222,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-12,level,Level 12 - Dungeon / SHADOW,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,shadow,character,SHADOW.DAT,table 750; image resources 751-782,136,14948,15084,level 12 guard family; slot 5,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,optional-dungeon-row-1,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 30-31; populated from resources 1230-1231,0,1188,1188,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,optional-dungeon-row-6,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 127-143; populated from resources 1327-1343,0,8012,8012,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-12,level,Level 12 - Dungeon / SHADOW,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3776,3776,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-12,level,Level 12 - Dungeon / SHADOW,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,shadow,character,SHADOW.DAT,table 750; image resources 751-782,136,14948,15084,level 12 guard family; slot 5,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,optional-dungeon-row-1,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 30-31; populated from resources 1230-1231,0,1188,1188,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,optional-dungeon-row-6,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 127-143; populated from resources 1327-1343,0,8012,8012,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-12,level,Level 12 - Dungeon / SHADOW,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,101320,101320,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-12,level,Level 12 - Dungeon / SHADOW,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,shadow,character,SHADOW.DAT,table 750; image resources 751-782,136,14948,15084,level 12 guard family; slot 5,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,optional-dungeon-row-1,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 30-31; populated from resources 1230-1231,0,1188,1188,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,optional-dungeon-row-6,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 127-143; populated from resources 1327-1343,0,8012,8012,selected at the level boundary; retained for that level,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-12,level,Level 12 - Dungeon / SHADOW,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,11072,11072,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-13,level,Level 13 - Dungeon / VIZIER,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,vizier,character,VIZIER.DAT,table 750; image resources 751-784,144,17432,17576,level 13 guard family; slot 5,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-13,level,Level 13 - Dungeon / VIZIER,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-13,level,Level 13 - Dungeon / VIZIER,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,vizier,character,VIZIER.DAT,table 750; image resources 751-784,144,17432,17576,level 13 guard family; slot 5,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-13,level,Level 13 - Dungeon / VIZIER,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-13,level,Level 13 - Dungeon / VIZIER,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,vizier,character,VIZIER.DAT,table 750; image resources 751-784,144,17432,17576,level 13 guard family; slot 5,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,optional-dungeon-row-4,optional,CDUNGEON.DAT,slot-6 table 200 logical indices 86-91; populated from resources 1286-1291,0,7572,7572,selected at the level boundary; retained for that level,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-13,level,Level 13 - Dungeon / VIZIER,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-14,level,Level 14 - Palace / no guard,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-14,level,Level 14 - Palace / no guard,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-14,level,Level 14 - Palace / no guard,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-14,level,Level 14 - Palace / no guard,pc,palace,environment,CPALACE.DAT,table 200; image resources 201-351,1216,31404,32620,current level family; slot 6,exact
level-14,level,Level 14 - Palace / no guard,pc,palace-wall,environment,CPALACE.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-14,level,Level 14 - Palace / no guard,pc,optional-palace-row-0,optional,CPALACE.DAT,"slot-6 table 200 logical indices 1-9; populated from resources 1201-1206, 1209",0,8260,8260,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,pc,optional-palace-row-3,optional,CPALACE.DAT,"slot-6 table 200 logical indices 78-83; populated from resources 1278, 1280-1283",0,6284,6284,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,pc,optional-palace-row-7,optional,CPALACE.DAT,slot-6 table 200 logical indices 10-13; populated from resources 1210-1213,0,5168,5168,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-14,level,Level 14 - Palace / no guard,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-14,level,Level 14 - Palace / no guard,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-14,level,Level 14 - Palace / no guard,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-14,level,Level 14 - Palace / no guard,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-14,level,Level 14 - Palace / no guard,sb,palace,environment,CPALACE.DAT,table 200; image resources 201-351,1216,31404,32620,current level family; slot 6,exact
level-14,level,Level 14 - Palace / no guard,sb,palace-wall,environment,CPALACE.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-14,level,Level 14 - Palace / no guard,sb,optional-palace-row-0,optional,CPALACE.DAT,"slot-6 table 200 logical indices 1-9; populated from resources 1201-1206, 1209",0,8260,8260,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,sb,optional-palace-row-3,optional,CPALACE.DAT,"slot-6 table 200 logical indices 78-83; populated from resources 1278, 1280-1283",0,6284,6284,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,sb,optional-palace-row-7,optional,CPALACE.DAT,slot-6 table 200 logical indices 10-13; populated from resources 1210-1213,0,5168,5168,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-14,level,Level 14 - Palace / no guard,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-14,level,Level 14 - Palace / no guard,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-14,level,Level 14 - Palace / no guard,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-14,level,Level 14 - Palace / no guard,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-14,level,Level 14 - Palace / no guard,mt32,palace,environment,CPALACE.DAT,table 200; image resources 201-351,1216,31404,32620,current level family; slot 6,exact
level-14,level,Level 14 - Palace / no guard,mt32,palace-wall,environment,CPALACE.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-14,level,Level 14 - Palace / no guard,mt32,optional-palace-row-0,optional,CPALACE.DAT,"slot-6 table 200 logical indices 1-9; populated from resources 1201-1206, 1209",0,8260,8260,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,mt32,optional-palace-row-3,optional,CPALACE.DAT,"slot-6 table 200 logical indices 78-83; populated from resources 1278, 1280-1283",0,6284,6284,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,mt32,optional-palace-row-7,optional,CPALACE.DAT,slot-6 table 200 logical indices 10-13; populated from resources 1210-1213,0,5168,5168,selected at the level boundary; retained for that level,exact
level-14,level,Level 14 - Palace / no guard,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-14,level,Level 14 - Palace / no guard,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-15,level,Level 15 - Dungeon / no guard,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-15,level,Level 15 - Dungeon / no guard,pc,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-15,level,Level 15 - Dungeon / no guard,pc,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-15,level,Level 15 - Dungeon / no guard,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-15,level,Level 15 - Dungeon / no guard,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-15,level,Level 15 - Dungeon / no guard,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-15,level,Level 15 - Dungeon / no guard,sb,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-15,level,Level 15 - Dungeon / no guard,sb,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-15,level,Level 15 - Dungeon / no guard,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-15,level,Level 15 - Dungeon / no guard,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
level-15,level,Level 15 - Dungeon / no guard,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,dungeon,environment,CDUNGEON.DAT,table 200; image resources 201-351,1216,30668,31884,current level family; slot 6,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,dungeon-wall,environment,CDUNGEON.DAT,table 360; image resources 361-364,40,4032,4072,current level family; slot 7,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
level-15,level,Level 15 - Dungeon / no guard,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-opening-title,scene,Opening title/story cards,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-opening-title,scene,Opening title/story cards,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-opening-title,scene,Opening title/story cards,pc,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,pc,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,pc,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-opening-title,scene,Opening title/story cards,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,4450,4450,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-opening-title,scene,Opening title/story cards,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-opening-title,scene,Opening title/story cards,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-opening-title,scene,Opening title/story cards,sb,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,sb,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,sb,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-opening-title,scene,Opening title/story cards,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,100670,100670,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-opening-title,scene,Opening title/story cards,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-opening-title,scene,Opening title/story cards,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-opening-title,scene,Opening title/story cards,mt32,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,mt32,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-opening-title,scene,Opening title/story cards,mt32,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-opening-title,scene,Opening title/story cards,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,16316,16316,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-opening-pv,scene,Opening princess/Jaffar story,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,pv-850,cutscene,PV.DAT,table 850; image resources 851-888,160,22084,22244,opening or early PV scene; slot 4,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-opening-pv,scene,Opening princess/Jaffar story,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,4450,4450,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-opening-pv,scene,Opening princess/Jaffar story,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-opening-pv,scene,Opening princess/Jaffar story,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
